Ano, Bloco, Componente, Acao/Servico/Estrategia, Competencia/Parcela, No OB,Data_OB,Valor Total
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TERMO DE COOPERACAO ENTRE ENTES PUBLICOS,fev-09,806558,4/3/09,"23.864.050,94"
2009,ASSISTENCIA FARMACEUTICA,MEDICAMENTOS DE DISPENSACAO EXCEPCIONAL - CMDE,PROGRAMA DE AQUISICAO DE MEDICAMENTOS EXCEPCIONAIS,dez-08,806804,5/3/09,"372.771,90"
2009,VIGILANCIA EM SAUDE,VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE,INCENTIVO NO AMBITO DO PROGRAMA NACIONAL DE HIV AIDS E OUTRAS DST,9-Jan,806967,10/3/09,"113.249,00"
2009,VIGILANCIA EM SAUDE,VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE,INCENTIVO P/HOSP DE REF P/SUBSISTEMA DE VIG. EP EM AMBITO HOSPITALAR,fev-09,807105,11/3/09,"19.000,00"
2009,VIGILANCIA EM SAUDE,VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE,REDE NACIONAL DE SERVICOS DE VERIFICACAO DE OBTO E ESCL. CAUSA MORTIS,fev-09,807030,11/3/09,"35.000,00"
2009,VIGILANCIA EM SAUDE,VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE,TETO FINANCEIRO DE VIGILANCIA EM SAUDE - TFVS (EX-TFECD),fev-09,807188,12/3/09,"675.274,36"
2009,ASSISTENCIA FARMACEUTICA,MEDICAMENTOS DE DISPENSACAO EXCEPCIONAL - CMDE,INCENTIVO FINANCEIRO AOS MEDICAMENTOS DE DISPENSACAO EXCEPCIONAL,9-Mar,807253,12/3/09,"301.440,00"
2009,ASSISTENCIA FARMACEUTICA,MEDICAMENTOS DE DISPENSACAO EXCEPCIONAL - CMDE,PROGRAMA DE AQUISICAO DE MEDICAMENTOS EXCEPCIONAIS,9-Mar,807226,12/3/09,"3.386.146,97"
2009,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,INCENTIVO PARA ATENCAO A SAUDE NO SISTEMA PENITENCIARIO,dez-08,807575,18/03/2009,"8.100,00"
2009,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,INCENTIVO PARA ATENCAO A SAUDE NO SISTEMA PENITENCIARIO,dez-08,807574,18/03/2009,"18.900,00"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - NEFROLOGIA,9-Jan,807678,19/03/2009,"6.604.031,74"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL DA MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,9-Jan,807721,19/03/2009,"671.315,19"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL DA MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,dez-08,807642,19/03/2009,"695.436,19"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - OUTRAS CIRURGIAS PLASTICAS/REPARADORAS,dez-08,807881,20/03/2009,"7.985,92"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - CIRURGIA DO APARELHO CIRCULATORIO,dez-08,807880,20/03/2009,"16.680,77"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,"FAEC - CIRURGIA APARELHO DIGESTIVO, ORGAOS ANEXOS E PAREDE ABDOMINAL",dez-08,807879,20/03/2009,"85.045,15"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - TRATAMENTO EM ONCOLOGIA,9-Jan,808866,31/03/2009,"414.866,00"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,"FAEC - TRANSPLANTES DE ORGAOS, TECIDOS E CELULAS",dez-08,808783,31/03/2009,"2.054.905,37"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,"FAEC - TRANSPLANTES DE ORGAOS, TECIDOS E CELULAS",9-Jan,808865,31/03/2009,"2.370.814,69"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - COLETA/EXAME ANATOMO-PATOLOGICO COLO UTERINO,9-Jan,808859,31/03/2009,"410,35"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - CIRURGIA DO APARELHO CIRCULATORIO,9-Jan,808858,31/03/2009,"14.286,32"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - OUTRAS CIRURGIAS PLASTICAS/REPARADORAS,9-Jan,808863,31/03/2009,"8.510,32"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,"FAEC - CIRURGIA APARELHO DIGESTIVO, ORGAOS ANEXOS E PAREDE ABDOMINAL",9-Jan,808857,31/03/2009,"29.124,08"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - OPM PARA TRANSPLANTES,9-Jan,808862,31/03/2009,592
2009,VIGILANCIA EM SAUDE,VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE,TETO FINANCEIRO DE VIGILANCIA EM SAUDE - TFVS (ADICIONAL),fev-09,808490,31/03/2009,600
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - POLITICA NACIONAL DE CIRURGIAS ELETIVAS,dez-08,808782,31/03/2009,"124.238,86"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - POLITICA NACIONAL DE CIRURGIAS ELETIVAS,9-Jan,808864,31/03/2009,"85.502,02"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - DIAGNOSTICO EM LABORATORIO CLINICO,9-Jan,808860,31/03/2009,"9.486,00"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - INCENTIVOS AO PRE-NATAL E NASCIMENTO,9-Jan,808861,31/03/2009,50
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TERMO DE COOPERACAO ENTRE ENTES PUBLICOS,9-Mar,809329,1/4/09,"23.864.050,94"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL DA MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,9-Mar,809435,2/4/09,"37.511.074,63"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL DA MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,dez-08,809708,3/4/09,"206.339,25"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - NEFROLOGIA,fev-09,810001,7/4/09,"6.428.055,08"
2009,VIGILANCIA EM SAUDE,VIGILANCIA SANITARIA,PISO ESTRATEGICO - GERENCIAMENTO DE RISCO DE VS,9-Jan,810043,7/4/09,"147.237,88"
2009,VIGILANCIA EM SAUDE,VIGILANCIA SANITARIA,PISO ESTRATEGICO - GERENCIAMENTO DE RISCO DE VS,9-Mar,810168,7/4/09,"147.237,88"
2009,VIGILANCIA EM SAUDE,VIGILANCIA SANITARIA,PISO ESTRATEGICO - GERENCIAMENTO DE RISCO DE VS,fev-09,810097,7/4/09,"147.237,88"
2009,VIGILANCIA EM SAUDE,VIGILANCIA SANITARIA,PISO ESTRATEGICO - GERENCIAMENTO DE RISCO DE VS - PRODUTOS/SERVICOS,9-Jan,810236,8/4/09,"28.029,90"
2009,VIGILANCIA EM SAUDE,VIGILANCIA SANITARIA,REDE NACIONAL DE LABORATORIOS DE VIGILANCIA SANITARIA - FINLACEN-VISA,fev-09,810297,8/4/09,"90.000,00"
2009,VIGILANCIA EM SAUDE,VIGILANCIA SANITARIA,REDE NACIONAL DE LABORATORIOS DE VIGILANCIA SANITARIA - FINLACEN-VISA,9-Jan,810237,8/4/09,"90.000,00"
2009,VIGILANCIA EM SAUDE,VIGILANCIA SANITARIA,PISO ESTRATEGICO - GERENCIAMENTO DE RISCO DE VS - PRODUTOS/SERVICOS,fev-09,810296,8/4/09,"28.029,90"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - OPM PARA TRANSPLANTES,fev-09,810689,9/4/09,888
2009,VIGILANCIA EM SAUDE,VIGILANCIA SANITARIA,PISO ESTRATEGICO - GERENCIAMENTO DE RISCO DE VS - PRODUTOS/SERVICOS,9-Mar,810400,9/4/09,"28.029,90"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - TRATAMENTO EM ONCOLOGIA,fev-09,810692,9/4/09,"346.630,00"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - POLITICA NACIONAL DE CIRURGIAS ELETIVAS,fev-09,810690,9/4/09,"17.133,00"
2009,VIGILANCIA EM SAUDE,VIGILANCIA SANITARIA,REDE NACIONAL DE LABORATORIOS DE VIGILANCIA SANITARIA - FINLACEN-VISA,9-Mar,810421,9/4/09,"90.000,00"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,"FAEC - TRANSPLANTES DE ORGAOS, TECIDOS E CELULAS",fev-09,810691,9/4/09,"1.036.038,90"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,"FAEC - CIRURGIA APARELHO DIGESTIVO, ORGAOS ANEXOS E PAREDE ABDOMINAL",fev-09,810819,14/04/2009,"73.301,70"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - CIRURGIA DO APARELHO CIRCULATORIO,fev-09,810820,14/04/2009,"66.178,77"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - CENTRAL NACIONAL DE REGULACAO DE ALTA COMPLEXIDADE (CNRAC),fev-09,810818,14/04/2009,"2.578,41"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - OUTRAS CIRURGIAS PLASTICAS/REPARADORAS,fev-09,810821,14/04/2009,"4.365,52"
2009,VIGILANCIA EM SAUDE,VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE,TETO FINANCEIRO DE VIGILANCIA EM SAUDE - TFVS (EX-TFECD),9-Mar,810970,15/04/2009,"715.224,56"
2009,VIGILANCIA EM SAUDE,VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE,TETO FINANCEIRO DE VIGILANCIA EM SAUDE - TFVS (ADICIONAL),9-Mar,811210,16/04/2009,600
2009,VIGILANCIA EM SAUDE,VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE,INCENTIVO NO AMBITO DO PROGRAMA NACIONAL DE HIV AIDS E OUTRAS DST,fev-09,811167,16/04/2009,"111.165,67"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,"FAEC - TRANSPLANTES DE ORGAOS, TECIDOS E CELULAS",fev-09,811266,16/04/2009,"1.299.841,83"
2009,VIGILANCIA EM SAUDE,VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE,INCENTIVO P/HOSP DE REF P/SUBSISTEMA DE VIG. EP EM AMBITO HOSPITALAR,9-Mar,811105,16/04/2009,"19.000,00"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - POLITICA NACIONAL DE CIRURGIAS ELETIVAS,fev-09,811265,16/04/2009,"66.717,63"
2009,VIGILANCIA EM SAUDE,VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE,REDE NACIONAL DE SERVICOS DE VERIFICACAO DE OBTO E ESCL. CAUSA MORTIS,9-Mar,811249,16/04/2009,"35.000,00"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL DA MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,dez-08,811761,24/04/2009,"21.804,00"
2009,ASSISTENCIA FARMACEUTICA,MEDICAMENTOS DE DISPENSACAO EXCEPCIONAL - CMDE,INCENTIVO FINANCEIRO AOS MEDICAMENTOS DE DISPENSACAO EXCEPCIONAL,mai-09,813281,5/5/09,"301.440,00"
2009,ASSISTENCIA FARMACEUTICA,MEDICAMENTOS DE DISPENSACAO EXCEPCIONAL - CMDE,PROGRAMA DE AQUISICAO DE MEDICAMENTOS EXCEPCIONAIS,abr-09,813200,5/5/09,"3.059.252,43"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL DA MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,abr-09,813132,5/5/09,"32.941.715,64"
2009,ASSISTENCIA FARMACEUTICA,MEDICAMENTOS DE DISPENSACAO EXCEPCIONAL - CMDE,INCENTIVO FINANCEIRO AOS MEDICAMENTOS DE DISPENSACAO EXCEPCIONAL,abr-09,813253,5/5/09,"301.440,00"
2009,ASSISTENCIA FARMACEUTICA,MEDICAMENTOS DE DISPENSACAO EXCEPCIONAL - CMDE,PROGRAMA DE AQUISICAO DE MEDICAMENTOS EXCEPCIONAIS,mai-09,813226,5/5/09,"3.059.252,43"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TERMO DE COOPERACAO ENTRE ENTES PUBLICOS,abr-09,813399,6/5/09,"24.557.915,52"
2009,VIGILANCIA EM SAUDE,VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE,INCENTIVO PARA ESTABELECIMENTOS DE PARCERIAS COM AS OSC,9-Mar,813562,7/5/09,"30.583,33"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - NEFROLOGIA,9-Mar,813536,7/5/09,"6.798.043,89"
2009,VIGILANCIA EM SAUDE,VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE,INCENTIVO NO AMBITO DO PROGRAMA NACIONAL DE HIV AIDS E OUTRAS DST,9-Mar,814052,12/5/09,"111.165,67"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - OUTRAS CIRURGIAS PLASTICAS/REPARADORAS,9-Mar,814242,14/05/2009,"4.823,27"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,"FAEC - CIRURGIA APARELHO DIGESTIVO, ORGAOS ANEXOS E PAREDE ABDOMINAL",9-Mar,814239,14/05/2009,"89.721,90"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - CIRURGIA DO APARELHO CIRCULATORIO,9-Mar,814240,14/05/2009,"147.882,47"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - POLITICA NACIONAL DE CIRURGIAS ELETIVAS,9-Mar,814243,14/05/2009,"133.300,19"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - NEFROLOGIA,9-Jan,814339,14/05/2009,"295.881,59"
2009,GESTAO DO SUS,QUALIFICACAO DA GESTAO DO SUS,INCENTIVO A IMPLANTACAO OU IMPLEMENTACAO DE COMPLEXOS REGULADORES,dez-07,814298,14/05/2009,"20.966,56"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - OPM PARA TRANSPLANTES,9-Mar,814241,14/05/2009,888
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,"FAEC - TRANSPLANTES DE ORGAOS, TECIDOS E CELULAS",9-Mar,814244,14/05/2009,"2.332.204,75"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - TRATAMENTO EM ONCOLOGIA,9-Mar,814245,14/05/2009,"599.436,50"
2009,VIGILANCIA EM SAUDE,VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE,INCENTIVO PARA ESTABELECIMENTOS DE PARCERIAS COM AS OSC,fev-09,814553,15/05/2009,"30.583,33"
2009,VIGILANCIA EM SAUDE,VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE,TETO FINANCEIRO DE VIGILANCIA EM SAUDE - TFVS (EX-TFECD),abr-09,814401,15/05/2009,"715.224,56"
2009,VIGILANCIA EM SAUDE,VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE,TETO FINANCEIRO DE VIGILANCIA EM SAUDE - TFVS (ADICIONAL),abr-09,814452,15/05/2009,600
2009,VIGILANCIA EM SAUDE,VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE,REDE NACIONAL DE SERVICOS DE VERIFICACAO DE OBTO E ESCL. CAUSA MORTIS,abr-09,814474,15/05/2009,"35.000,00"
2009,VIGILANCIA EM SAUDE,VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE,INCENTIVO P/HOSP DE REF P/SUBSISTEMA DE VIG. EP EM AMBITO HOSPITALAR,abr-09,814522,15/05/2009,"19.000,00"
2009,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,INCENTIVO PARA ATENCAO A SAUDE NO SISTEMA PENITENCIARIO,fev-09,814698,19/05/2009,"18.900,00"
2009,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,INCENTIVO PARA ATENCAO A SAUDE NO SISTEMA PENITENCIARIO,9-Jan,814661,19/05/2009,"8.100,00"
2009,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,INCENTIVO PARA ATENCAO A SAUDE NO SISTEMA PENITENCIARIO,fev-09,814699,19/05/2009,"8.100,00"
2009,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,INCENTIVO PARA ATENCAO A SAUDE NO SISTEMA PENITENCIARIO,9-Jan,814660,19/05/2009,"18.900,00"
2009,VIGILANCIA EM SAUDE,VIGILANCIA SANITARIA,REDE NACIONAL DE LABORATORIOS DE VIGILANCIA SANITARIA - FINLACEN-VISA,abr-09,815043,21/05/2009,"90.000,00"
2009,VIGILANCIA EM SAUDE,VIGILANCIA SANITARIA,PISO ESTRATEGICO - GERENCIAMENTO DE RISCO DE VS,abr-09,815098,21/05/2009,"147.237,88"
2009,VIGILANCIA EM SAUDE,VIGILANCIA SANITARIA,PISO ESTRATEGICO - GERENCIAMENTO DE RISCO DE VS - PRODUTOS/SERVICOS,abr-09,815042,21/05/2009,"28.029,90"
2009,VIGILANCIA EM SAUDE,VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE,HIV/AIDS - FORMULA INFANTIL  ADCIONAL,abr-09,815292,26/05/2009,"44.744,70"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL DA MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,mai-09,815821,1/6/09,"32.919.422,17"
2009,VIGILANCIA EM SAUDE,VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE,INCENTIVO P/O FORT. DOS LABORATORIOS CENTRAIS DE SAUDE PUBLICA - LACEN,fev-09,815749,1/6/09,"480.000,00"
2009,VIGILANCIA EM SAUDE,VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE,INCENTIVO P/O FORT. DOS LABORATORIOS CENTRAIS DE SAUDE PUBLICA - LACEN,9-Jan,815722,1/6/09,"480.000,00"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TERMO DE COOPERACAO ENTRE ENTES PUBLICOS,mai-09,815993,1/6/09,"24.539.476,43"
2009,VIGILANCIA EM SAUDE,VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE,INCENTIVO P/O FORT. DOS LABORATORIOS CENTRAIS DE SAUDE PUBLICA - LACEN,9-Mar,815776,1/6/09,"480.000,00"
2009,VIGILANCIA EM SAUDE,VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE,INCENTIVO P/O FORT. DOS LABORATORIOS CENTRAIS DE SAUDE PUBLICA - LACEN,abr-09,815673,1/6/09,"480.000,00"
2009,ASSISTENCIA FARMACEUTICA,MEDICAMENTOS DE DISPENSACAO EXCEPCIONAL - CMDE,PROGRAMA DE AQUISICAO DE MEDICAMENTOS EXCEPCIONAIS,9-Jun,815496,1/6/09,"3.059.252,43"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - NEFROLOGIA,abr-09,816699,8/6/09,"6.899.913,33"
2009,VIGILANCIA EM SAUDE,VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE,INCENTIVO NO AMBITO DO PROGRAMA NACIONAL DE HIV AIDS E OUTRAS DST,abr-09,816885,9/6/09,"111.165,67"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - POLITICA NACIONAL DE CIRURGIAS ELETIVAS,abr-09,817171,12/6/09,"81.564,85"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - TRATAMENTO EM ONCOLOGIA,abr-09,817173,12/6/09,"341.711,00"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - OPM PARA TRANSPLANTES,abr-09,817169,12/6/09,592
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,"FAEC - TRANSPLANTES DE ORGAOS, TECIDOS E CELULAS",abr-09,817172,12/6/09,"2.570.029,22"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,"FAEC - CIRURGIA APARELHO DIGESTIVO, ORGAOS ANEXOS E PAREDE ABDOMINAL",abr-09,817167,12/6/09,"116.388,91"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - CIRURGIA DO APARELHO CIRCULATORIO,abr-09,817168,12/6/09,"128.421,04"
2009,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC - OUTRAS CIRURGIAS PLASTICAS/REPARADORAS,abr-09,817170,12/6/09,"4.085,26"
2009,VIGILANCIA EM SAUDE,VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE,REDE NACIONAL DE SERVICOS DE VERIFICACAO DE OBTO E ESCL. CAUSA MORTIS,mai-09,817623,18/06/2009,"35.000,00"
2009,VIGILANCIA EM SAUDE,VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE,TETO FINANCEIRO DE VIGILANCIA EM SAUDE - TFVS (EX-TFECD),mai-09,817472,18/06/2009,"716.824,56"
2009,VIGILANCIA EM SAUDE,VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE,INCENTIVO P/O FORT. DOS LABORATORIOS CENTRAIS DE SAUDE PUBLICA - LACEN,mai-09,817644,18/06/2009,"480.000,00"
